Unnamed: 0.1,Unnamed: 0,X,participant_id,response,resp,resp2,resp3,num_pos,num_neg,total_recall,prop_pos,prop_neg,neg_mem_bias,group
61,62,68,5f0687eb4989191e2cfb75ae,"esteemed
wise
anxious
sophisticated
pitiful
garbage
disgusting
brave
coward
sad
heartbroken
smart
entertaining
comfortable
","esteemed, wise, anxious, sophisticated, pitiful, garbage, disgusting, brave, coward, sad, heartbroken, smart, entertaining, comfortable, ",esteemed  wise  anxious  sophisticated  pitiful  garbage  disgusting  brave  coward  sad  heartbroken  smart  entertaining  comfortable  ,esteemed  wise  anxious  sophisticated  pitiful  garbage  disgusting  brave  coward  sad  heartbroken  smart  entertaining  comfortable  ,5,4,9,0.555555555555556,0.444444444444444,-0.111111111111111,Depressed
62,63,69,5f06e8146c99472609ebcf8a,"peaceful, envious, blissful, confident, scoundrel, gross, spontaneous, talented, heartbroken, romantic, worthless, burden, seeker, achiever","peaceful, envious, blissful, confident, scoundrel, gross, spontaneous, talented, heartbroken, romantic, worthless, burden, seeker, achiever",peaceful  envious  blissful  confident  scoundrel  gross  spontaneous  talented  heartbroken  romantic  worthless  burden  seeker  achiever,peaceful  envious  blissful  confident  scoundrel  gross  spontaneous  talented  heartbroken  romantic  worthless  burden  seeker  achiever,3,2,5,0.6,0.4,-0.2,Depressed
63,64,70,5f1c72e25a26d503c77bfdc9,"peaceful, garbage, stressed, smiley, excited, gross, unlucky heartbroken adventure academic helpful","peaceful, garbage, stressed, smiley, excited, gross, unlucky heartbroken adventure academic helpful",peaceful  garbage  stressed  smiley  excited  gross  unlucky heartbroken adventure academic helpful,peaceful  garbage  stressed  smiley  excited  gross  unlucky heartbroken adventure academic helpful,2,0,2,1.0,0.0,-1.0,HC
64,65,71,5f247332e02337051dc208aa,"unwanted, happy, distressed, annoying","unwanted, happy, distressed, annoying",unwanted  happy  distressed  annoying,unwanted  happy  distressed  annoying,1,2,3,0.333333333333333,0.666666666666667,0.333333333333333,Depressed
65,66,72,5f2762fd4875420d9c0c0fa2,parasite; seeker; heartbroken; confident; garbage; gross; disgusting; traitor; unique; unlucky; unwelcome; uninvited; distressed; spectacular; excellent; fun; easygoing; comfortable; pitiable; overwhelmed; incompetent; liar,parasite; seeker; heartbroken; confident; garbage; gross; disgusting; traitor; unique; unlucky; unwelcome; uninvited; distressed; spectacular; excellent; fun; easygoing; comfortable; pitiable; overwhelmed; incompetent; liar,parasite; seeker; heartbroken; confident; garbage; gross; disgusting; traitor; unique; unlucky; unwelcome; uninvited; distressed; spectacular; excellent; fun; easygoing; comfortable; pitiable; overwhelmed; incompetent; liar,parasite; seeker; heartbroken; confident; garbage; gross; disgusting; traitor; unique; unlucky; unwelcome; uninvited; distressed; spectacular; excellent; fun; easygoing; comfortable; pitiable; overwhelmed; incompetent; liar,0,1,1,0.0,1.0,1.0,HC
66,67,73,5f2df42324e8d813b1c620d2,"seeker, peaceful, blissful, incapable, tolerant, gross, garbage, enjoyable, uninvited, annoying, disgusting, adventurous, talented, heartbroken, fun, hypocrite","seeker, peaceful, blissful, incapable, tolerant, gross, garbage, enjoyable, uninvited, annoying, disgusting, adventurous, talented, heartbroken, fun, hypocrite",seeker  peaceful  blissful  incapable  tolerant  gross  garbage  enjoyable  uninvited  annoying  disgusting  adventurous  talented  heartbroken  fun  hypocrite,seeker  peaceful  blissful  incapable  tolerant  gross  garbage  enjoyable  uninvited  annoying  disgusting  adventurous  talented  heartbroken  fun  hypocrite,3,2,5,0.6,0.4,-0.2,Depressed
67,68,74,5f375542de9a171e537e3e70,"smart, scoundrel, unlucky, grateful, failure","smart, scoundrel, unlucky, grateful, failure",smart  scoundrel  unlucky  grateful  failure,smart  scoundrel  unlucky  grateful  failure,1,1,2,0.5,0.5,0.0,Depressed
68,69,75,5f3ac1732efa0a74f975b1a8,"peaceful, easygoing, dull, deceitful, heartbroken, romantic, delightful, sad, happy, resentful, smart, ","peaceful, easygoing, dull, deceitful, heartbroken, romantic, delightful, sad, happy, resentful, smart, ",peaceful  easygoing  dull  deceitful  heartbroken  romantic  delightful  sad  happy  resentful  smart  ,peaceful  easygoing  dull  deceitful  heartbroken  romantic  delightful  sad  happy  resentful  smart  ,3,2,5,0.6,0.4,-0.2,HC
69,70,76,5f4263457bfe15430497cebb,"annoying, blissful, romantic, energetic, appealing, excited, admired, peaceful, dull, garbage, repulsive, asset, confident, proficient, productive, empty, pitiful","annoying, blissful, romantic, energetic, appealing, excited, admired, peaceful, dull, garbage, repulsive, asset, confident, proficient, productive, empty, pitiful",annoying  blissful  romantic  energetic  appealing  excited  admired  peaceful  dull  garbage  repulsive  asset  confident  proficient  productive  empty  pitiful,annoying  blissful  romantic  energetic  appealing  excited  admired  peaceful  dull  garbage  repulsive  asset  confident  proficient  productive  empty  pitiful,6,3,9,0.666666666666667,0.333333333333333,-0.333333333333333,Depressed
70,71,77,5f5797c54d47e72494ff5840,"hyprocrite
brave
irrogrant
selfish","hyprocrite, brave, irrogrant, selfish",hyprocrite  brave  irrogrant  selfish,hyprocrite  brave  irrogrant  selfish,1,1,2,0.5,0.5,0.0,HC
72,73,79,5f937cc3b62c5516464e6508,"Heartbroken
Romantic
Pitiful
Garbage
Selfish
Excited
Enjoyable
Envious
Talented
Spunky
Spirited
Failure
Untrustworthy
Unfaithful
Seeker
Liar
Peaceful
Attractive
Enthusiastic
Degenerate
Slob
Helper
Cynic
Idealist
Unlovable
Admired
Headache
Anxious
Merciful
Incompetent
Loser
Valued
Companion
Zealous
Satisfied
Outcast
Awkward
Humorous
Entertaining
Defective
Easygoing
Carefree
Learner
Unforgivable","Heartbroken, Romantic, Pitiful, Garbage, Selfish, Excited, Enjoyable, Envious, Talented, Spunky, Spirited, Failure, Untrustworthy, Unfaithful, Seeker, Liar, Peaceful, Attractive, Enthusiastic, Degenerate, Slob, Helper, Cynic, Idealist, Unlovable, Admired, Headache, Anxious, Merciful, Incompetent, Loser, Valued, Companion, Zealous, Satisfied, Outcast, Awkward, Humorous, Entertaining, Defective, Easygoing, Carefree, Learner, Unforgivable",Heartbroken  Romantic  Pitiful  Garbage  Selfish  Excited  Enjoyable  Envious  Talented  Spunky  Spirited  Failure  Untrustworthy  Unfaithful  Seeker  Liar  Peaceful  Attractive  Enthusiastic  Degenerate  Slob  Helper  Cynic  Idealist  Unlovable  Admired  Headache  Anxious  Merciful  Incompetent  Loser  Valued  Companion  Zealous  Satisfied  Outcast  Awkward  Humorous  Entertaining  Defective  Easygoing  Carefree  Learner  Unforgivable,heartbroken  romantic  pitiful  garbage  selfish  excited  enjoyable  envious  talented  spunky  spirited  failure  untrustworthy  unfaithful  seeker  liar  peaceful  attractive  enthusiastic  degenerate  slob  helper  cynic  idealist  unlovable  admired  headache  anxious  merciful  incompetent  loser  valued  companion  zealous  satisfied  outcast  awkward  humorous  entertaining  defective  easygoing  carefree  learner  unforgivable,15,16,31,0.483870967741935,0.516129032258065,0.032258064516129,Depressed
73,74,80,5f9b05167e97592c4251373b,heartbroken enjoyable liar untrustworthy esteemed stressed distressed disgusting gross slob wise scoundrel ,heartbroken enjoyable liar untrustworthy esteemed stressed distressed disgusting gross slob wise scoundrel ,heartbroken enjoyable liar untrustworthy esteemed stressed distressed disgusting gross slob wise scoundrel ,heartbroken enjoyable liar untrustworthy esteemed stressed distressed disgusting gross slob wise scoundrel ,1,5,6,0.166666666666667,0.833333333333333,0.666666666666667,HC
74,75,81,5fa45d41eb5d570b4841254d,hypocrite unwelcomed happy peaceful hopeful fun talented confident comfortable trustworthy merciful devoted honest pitiful garbage gross dull delight uninvited slob ,hypocrite unwelcomed happy peaceful hopeful fun talented confident comfortable trustworthy merciful devoted honest pitiful garbage gross dull delight uninvited slob ,hypocrite unwelcomed happy peaceful hopeful fun talented confident comfortable trustworthy merciful devoted honest pitiful garbage gross dull delight uninvited slob ,hypocrite unwelcomed happy peaceful hopeful fun talented confident comfortable trustworthy merciful devoted honest pitiful garbage gross dull delight uninvited slob ,7,2,9,0.777777777777778,0.222222222222222,-0.555555555555556,HC
75,76,83,5fb7398b7e9d5025e52c7e1d,"unwanted
romantic
witty
esteemed
anxious
spontaneous
overwhelmed
worried
terrified
loser
smiley
happy
garbage
 ","unwanted, romantic, witty, esteemed, anxious, spontaneous, overwhelmed, worried, terrified, loser, smiley, happy, garbage,  ",unwanted  romantic  witty  esteemed  anxious  spontaneous  overwhelmed  worried  terrified  loser  smiley  happy  garbage   ,unwanted  romantic  witty  esteemed  anxious  spontaneous  overwhelmed  worried  terrified  loser  smiley  happy  garbage   ,4,4,8,0.5,0.5,0.0,Depressed
76,77,84,5fcc103fb2ab80a01f32f7ae,"charming, enjoyable, dull, excited, sad, peaceful, unwanted, gloomy, frustrated, scared, overwhelmed, hypocrite, disaster, ","charming, enjoyable, dull, excited, sad, peaceful, unwanted, gloomy, frustrated, scared, overwhelmed, hypocrite, disaster, ",charming  enjoyable  dull  excited  sad  peaceful  unwanted  gloomy  frustrated  scared  overwhelmed  hypocrite  disaster  ,charming  enjoyable  dull  excited  sad  peaceful  unwanted  gloomy  frustrated  scared  overwhelmed  hypocrite  disaster  ,1,4,5,0.2,0.8,0.6,Depressed
77,78,85,5fdbae0584b3a90525410347,"pitiful
loser
comfortable
peaceful
disgusting
garbage
uninvited
happy 
sad
mess
loyal
traitor
romantic
distressed
satisfied
","pitiful, loser, comfortable, peaceful, disgusting, garbage, uninvited, happy , sad, mess, loyal, traitor, romantic, distressed, satisfied, ",pitiful  loser  comfortable  peaceful  disgusting  garbage  uninvited  happy   sad  mess  loyal  traitor  romantic  distressed  satisfied  ,pitiful  loser  comfortable  peaceful  disgusting  garbage  uninvited  happy   sad  mess  loyal  traitor  romantic  distressed  satisfied  ,2,6,8,0.25,0.75,0.5,HC
78,79,86,5fecec76827f81eea8e1796d,"scoundrel
uninvited
stressed
comfortable
charming
","scoundrel, uninvited, stressed, comfortable, charming, ",scoundrel  uninvited  stressed  comfortable  charming  ,scoundrel  uninvited  stressed  comfortable  charming  ,1,0,1,1.0,0.0,-1.0,HC
79,80,87,600bc76a55ae400262137eff,"overwhelmed
headache
cynical
terrified
heartbroken
unwelcome
uninvited
confident
gross
garbage
timid
friendly
unlucky
empty
happy
liar
fraud","overwhelmed, headache, cynical, terrified, heartbroken, unwelcome, uninvited, confident, gross, garbage, timid, friendly, unlucky, empty, happy, liar, fraud",overwhelmed  headache  cynical  terrified  heartbroken  unwelcome  uninvited  confident  gross  garbage  timid  friendly  unlucky  empty  happy  liar  fraud,overwhelmed  headache  cynical  terrified  heartbroken  unwelcome  uninvited  confident  gross  garbage  timid  friendly  unlucky  empty  happy  liar  fraud,2,6,8,0.25,0.75,0.5,Depressed
80,81,89,6029b0e17f3b5d944ab183f1,"sad, excited, gloomy, confident, happy, ","sad, excited, gloomy, confident, happy, ",sad  excited  gloomy  confident  happy  ,sad  excited  gloomy  confident  happy  ,1,2,3,0.333333333333333,0.666666666666667,0.333333333333333,Depressed
81,82,90,603d4174686c57c1ede6d042,"Scoundrel, pitiful, esteemed, peaceful, graceful, mess, happy, sad, appealing, gross, uninvited, immoral","Scoundrel, pitiful, esteemed, peaceful, graceful, mess, happy, sad, appealing, gross, uninvited, immoral",Scoundrel  pitiful  esteemed  peaceful  graceful  mess  happy  sad  appealing  gross  uninvited  immoral,scoundrel  pitiful  esteemed  peaceful  graceful  mess  happy  sad  appealing  gross  uninvited  immoral,2,3,5,0.4,0.6,0.2,Depressed
82,83,91,60430fc782b5752a7ae8d797,"esteemed, confident, stressed, enjoyable, friendly, hypocrite, gross, romantic, wise, liar, overwhelmed, ","esteemed, confident, stressed, enjoyable, friendly, hypocrite, gross, romantic, wise, liar, overwhelmed, ",esteemed  confident  stressed  enjoyable  friendly  hypocrite  gross  romantic  wise  liar  overwhelmed  ,esteemed  confident  stressed  enjoyable  friendly  hypocrite  gross  romantic  wise  liar  overwhelmed  ,2,1,3,0.666666666666667,0.333333333333333,-0.333333333333333,HC
83,84,92,6063a680ba3790e15ab14ba9,"comfortable, anxious, liar, gross, ","comfortable, anxious, liar, gross, ",comfortable  anxious  liar  gross  ,comfortable  anxious  liar  gross  ,0,2,2,0.0,1.0,1.0,HC
85,86,94,60915d856f78c960f192847e,"uninvited, lovable, stressed, happy, excited, romantic, unworthy, academic, traitor, gross, excellent, unique, fun, dull, spectacular, esteemed","uninvited, lovable, stressed, happy, excited, romantic, unworthy, academic, traitor, gross, excellent, unique, fun, dull, spectacular, esteemed",uninvited  lovable  stressed  happy  excited  romantic  unworthy  academic  traitor  gross  excellent  unique  fun  dull  spectacular  esteemed,uninvited  lovable  stressed  happy  excited  romantic  unworthy  academic  traitor  gross  excellent  unique  fun  dull  spectacular  esteemed,6,2,8,0.75,0.25,-0.5,Depressed
86,87,95,60ace56a83e45642b22d9954,"talented, burden, witty, pitiful, creative, esteemed, confident, seeker, brave, humorous, gross, negligent, scoundrel, adventurous, comfortable, terrified, academic  ","talented, burden, witty, pitiful, creative, esteemed, confident, seeker, brave, humorous, gross, negligent, scoundrel, adventurous, comfortable, terrified, academic  ",talented  burden  witty  pitiful  creative  esteemed  confident  seeker  brave  humorous  gross  negligent  scoundrel  adventurous  comfortable  terrified  academic  ,talented  burden  witty  pitiful  creative  esteemed  confident  seeker  brave  humorous  gross  negligent  scoundrel  adventurous  comfortable  terrified  academic  ,4,3,7,0.571428571428571,0.428571428571429,-0.142857142857143,HC
87,88,96,60b49cb1dc5470789edd23fe,"achiever, repulsive, comfortable, obnoxious, failure, goodwilled, ","achiever, repulsive, comfortable, obnoxious, failure, goodwilled, ",achiever  repulsive  comfortable  obnoxious  failure  goodwilled  ,achiever  repulsive  comfortable  obnoxious  failure  goodwilled  ,2,2,4,0.5,0.5,0.0,Depressed
88,89,97,60c4e59f7d316239aa92f87d,"disaster, overwhelmed, stressed, excited, romantic, confident, playful, hypocrite, lovable, competent, fool, regretful","disaster, overwhelmed, stressed, excited, romantic, confident, playful, hypocrite, lovable, competent, fool, regretful",disaster  overwhelmed  stressed  excited  romantic  confident  playful  hypocrite  lovable  competent  fool  regretful,disaster  overwhelmed  stressed  excited  romantic  confident  playful  hypocrite  lovable  competent  fool  regretful,1,2,3,0.333333333333333,0.666666666666667,0.333333333333333,HC
89,90,98,60d50ceb7c563c73f91d9ec5,"scoundral, enthusiastic, anxious, outkast, excited, stressed, overwhelmed","scoundral, enthusiastic, anxious, outkast, excited, stressed, overwhelmed",scoundral  enthusiastic  anxious  outkast  excited  stressed  overwhelmed,scoundral  enthusiastic  anxious  outkast  excited  stressed  overwhelmed,1,1,2,0.5,0.5,0.0,Depressed
90,91,99,60df4ddc673cac54d4858b00,"esteemed, loser, productive, liar, gross, appealing, excited, talented, heartbroken, romantic, humorous, outcast, disgusting, unwanted, easygoing, honest, confident, scoundrel, wanted","esteemed, loser, productive, liar, gross, appealing, excited, talented, heartbroken, romantic, humorous, outcast, disgusting, unwanted, easygoing, honest, confident, scoundrel, wanted",esteemed  loser  productive  liar  gross  appealing  excited  talented  heartbroken  romantic  humorous  outcast  disgusting  unwanted  easygoing  honest  confident  scoundrel  wanted,esteemed  loser  productive  liar  gross  appealing  excited  talented  heartbroken  romantic  humorous  outcast  disgusting  unwanted  easygoing  honest  confident  scoundrel  wanted,4,5,9,0.444444444444444,0.555555555555556,0.111111111111111,Depressed
91,92,100,60e7044ddc2523fab6cbc0cd,"gross
lovable
heartbroken
rude
romantic
confident
scoundrel 
talented
anxious
stressed
sad
envious
","gross, lovable, heartbroken, rude, romantic, confident, scoundrel , talented, anxious, stressed, sad, envious, ",gross  lovable  heartbroken  rude  romantic  confident  scoundrel   talented  anxious  stressed  sad  envious  ,gross  lovable  heartbroken  rude  romantic  confident  scoundrel   talented  anxious  stressed  sad  envious  ,1,3,4,0.25,0.75,0.5,Depressed
92,93,101,60edb2213042be8b4c1363c2,"repulsive, happy, disgusting, esteemed, uninvited, heartbroken, scoundrel, excited, excitable, helpful, romantic, attractive, slob, snob, unhappy, defeated","repulsive, happy, disgusting, esteemed, uninvited, heartbroken, scoundrel, excited, excitable, helpful, romantic, attractive, slob, snob, unhappy, defeated",repulsive  happy  disgusting  esteemed  uninvited  heartbroken  scoundrel  excited  excitable  helpful  romantic  attractive  slob  snob  unhappy  defeated,repulsive  happy  disgusting  esteemed  uninvited  heartbroken  scoundrel  excited  excitable  helpful  romantic  attractive  slob  snob  unhappy  defeated,2,3,5,0.4,0.6,0.2,Depressed
93,94,102,60f8b9a76a790915df2557ff,"sophisticated, learner, seeker, hopeful, scoundrel, loser, gross, mess, menace, happy, comfortable, awkward, esteemed, confident, blissful, fun, outcast, academic, burden, parasite, graceful","sophisticated, learner, seeker, hopeful, scoundrel, loser, gross, mess, menace, happy, comfortable, awkward, esteemed, confident, blissful, fun, outcast, academic, burden, parasite, graceful",sophisticated  learner  seeker  hopeful  scoundrel  loser  gross  mess  menace  happy  comfortable  awkward  esteemed  confident  blissful  fun  outcast  academic  burden  parasite  graceful,sophisticated  learner  seeker  hopeful  scoundrel  loser  gross  mess  menace  happy  comfortable  awkward  esteemed  confident  blissful  fun  outcast  academic  burden  parasite  graceful,8,7,15,0.533333333333333,0.466666666666667,-0.0666666666666667,HC
94,95,103,60ff389d8fedac189f7231da,"disgusting
enojoyable
esteemed
comfortable
confident
gross
hypocrite
attractive
appealing
talented
pitiful
","disgusting, enojoyable, esteemed, comfortable, confident, gross, hypocrite, attractive, appealing, talented, pitiful, ",disgusting  enojoyable  esteemed  comfortable  confident  gross  hypocrite  attractive  appealing  talented  pitiful  ,disgusting  enojoyable  esteemed  comfortable  confident  gross  hypocrite  attractive  appealing  talented  pitiful  ,1,1,2,0.5,0.5,0.0,HC
95,96,104,6105b1b285e91680458bd341,pitiful mess disaster esteemed confident excited stressed incapable hypocrite uninvited romantic peaceful gentle helper seeker unfaithful ,pitiful mess disaster esteemed confident excited stressed incapable hypocrite uninvited romantic peaceful gentle helper seeker unfaithful ,pitiful mess disaster esteemed confident excited stressed incapable hypocrite uninvited romantic peaceful gentle helper seeker unfaithful ,pitiful mess disaster esteemed confident excited stressed incapable hypocrite uninvited romantic peaceful gentle helper seeker unfaithful ,2,3,5,0.4,0.6,0.2,HC
96,97,105,610b64dc95ff0ef5b5b9ac6b,"Garbage
Worthless
Loser
Traitor
Unlovable
Companion
","Garbage, Worthless, Loser, Traitor, Unlovable, Companion, ",Garbage  Worthless  Loser  Traitor  Unlovable  Companion  ,garbage  worthless  loser  traitor  unlovable  companion  ,1,3,4,0.25,0.75,0.5,Depressed
97,98,106,6111af1630b35a24a8476060,scoundrel witty unlucky special unique gloomy peaceful liar fraud unworthy gross attractive confident talented sophisticated stressed overwhelmed distressed sad happy exited dull fun funny envious ,scoundrel witty unlucky special unique gloomy peaceful liar fraud unworthy gross attractive confident talented sophisticated stressed overwhelmed distressed sad happy exited dull fun funny envious ,scoundrel witty unlucky special unique gloomy peaceful liar fraud unworthy gross attractive confident talented sophisticated stressed overwhelmed distressed sad happy exited dull fun funny envious ,scoundrel witty unlucky special unique gloomy peaceful liar fraud unworthy gross attractive confident talented sophisticated stressed overwhelmed distressed sad happy exited dull fun funny envious ,7,6,13,0.538461538461538,0.461538461538462,-0.0769230769230769,HC
98,99,107,611b09935cd6e67f2b5e9ea2,excited heartbroken fun distressed smart attractive companion stressed easygoing enjoyment gross fool  ,excited heartbroken fun distressed smart attractive companion stressed easygoing enjoyment gross fool  ,excited heartbroken fun distressed smart attractive companion stressed easygoing enjoyment gross fool  ,excited heartbroken fun distressed smart attractive companion stressed easygoing enjoyment gross fool  ,5,2,7,0.714285714285714,0.285714285714286,-0.428571428571429,HC
99,100,108,611bfbd4af7fa6a01a106813,"talented, hypocrite, scoundrel, pitiful, heartbroken, romantic, gross, disgusting, witty, humorous, esteemed, excellent, burden, uninvited, valued, enjoyable, stressed, distressed, asset, talented, spirited, excited, negligent, mess, smart","talented, hypocrite, scoundrel, pitiful, heartbroken, romantic, gross, disgusting, witty, humorous, esteemed, excellent, burden, uninvited, valued, enjoyable, stressed, distressed, asset, talented, spirited, excited, negligent, mess, smart",talented  hypocrite  scoundrel  pitiful  heartbroken  romantic  gross  disgusting  witty  humorous  esteemed  excellent  burden  uninvited  valued  enjoyable  stressed  distressed  asset  talented  spirited  excited  negligent  mess  smart,talented  hypocrite  scoundrel  pitiful  heartbroken  romantic  gross  disgusting  witty  humorous  esteemed  excellent  burden  uninvited  valued  enjoyable  stressed  distressed  asset  talented  spirited  excited  negligent  mess  smart,6,5,11,0.545454545454545,0.454545454545455,-0.0909090909090909,HC
100,101,109,612e91f6654fd2227289c863,"disaster, coward, esteemed, garbage, talented, stressed, distressed, hypocrite, brave, terrible, cynic, disgusting","disaster, coward, esteemed, garbage, talented, stressed, distressed, hypocrite, brave, terrible, cynic, disgusting",disaster  coward  esteemed  garbage  talented  stressed  distressed  hypocrite  brave  terrible  cynic  disgusting,disaster  coward  esteemed  garbage  talented  stressed  distressed  hypocrite  brave  terrible  cynic  disgusting,1,5,6,0.166666666666667,0.833333333333333,0.666666666666667,HC
101,102,110,6142f432a19c7150a264a6b1,"overwhelmed, coward, happy, sad, intolerable, incapable","overwhelmed, coward, happy, sad, intolerable, incapable",overwhelmed  coward  happy  sad  intolerable  incapable,overwhelmed  coward  happy  sad  intolerable  incapable,1,3,4,0.25,0.75,0.5,Depressed
102,103,111,614fce35ed6a88eaee9f6ae2,enjoyable garbage excellent confident smiley overwhelmed mess peaceful uninvited excited untrustworthy loyal cynical unique ,enjoyable garbage excellent confident smiley overwhelmed mess peaceful uninvited excited untrustworthy loyal cynical unique ,enjoyable garbage excellent confident smiley overwhelmed mess peaceful uninvited excited untrustworthy loyal cynical unique ,enjoyable garbage excellent confident smiley overwhelmed mess peaceful uninvited excited untrustworthy loyal cynical unique ,2,2,4,0.5,0.5,0.0,Depressed
103,104,112,6151d8d588b576b7713db600,"anxious, pitiful, garbage, peaceful, loser, stressed, creepy, excellent, talented","anxious, pitiful, garbage, peaceful, loser, stressed, creepy, excellent, talented",anxious  pitiful  garbage  peaceful  loser  stressed  creepy  excellent  talented,anxious  pitiful  garbage  peaceful  loser  stressed  creepy  excellent  talented,0,2,2,0.0,1.0,1.0,Depressed
104,105,115,6176071ec607f4e230dc59ff,"Heartbroken, pitiful, esteemed, talented, stressed, sad, romantic, remorseful, devious, energetic, esteemed, zealous, uninvited, unwanted, loved, hater, despicable, deplorable, comfortable, talented, ","Heartbroken, pitiful, esteemed, talented, stressed, sad, romantic, remorseful, devious, energetic, esteemed, zealous, uninvited, unwanted, loved, hater, despicable, deplorable, comfortable, talented, ",Heartbroken  pitiful  esteemed  talented  stressed  sad  romantic  remorseful  devious  energetic  esteemed  zealous  uninvited  unwanted  loved  hater  despicable  deplorable  comfortable  talented  ,heartbroken  pitiful  esteemed  talented  stressed  sad  romantic  remorseful  devious  energetic  esteemed  zealous  uninvited  unwanted  loved  hater  despicable  deplorable  comfortable  talented  ,1,3,4,0.25,0.75,0.5,HC
105,106,116,6278109181f51e9924d09793,"scoundrel
sad
uninvited
garbage
degenerate
loser","scoundrel, sad, uninvited, garbage, degenerate, loser",scoundrel  sad  uninvited  garbage  degenerate  loser,scoundrel  sad  uninvited  garbage  degenerate  loser,0,3,3,0.0,1.0,1.0,HC
106,107,118,6286f7e85258b1fba2cd6f0d,"pITIFUL
SCOUNDREL
HONEST
UNWELCOME
DULL
ESTEEMED
EXCITED
ENERGETIC
FAILURE
OVERWHELMED
STRESSED","pITIFUL, SCOUNDREL, HONEST, UNWELCOME, DULL, ESTEEMED, EXCITED, ENERGETIC, FAILURE, OVERWHELMED, STRESSED",pITIFUL  SCOUNDREL  HONEST  UNWELCOME  DULL  ESTEEMED  EXCITED  ENERGETIC  FAILURE  OVERWHELMED  STRESSED,pitiful  scoundrel  honest  unwelcome  dull  esteemed  excited  energetic  failure  overwhelmed  stressed,2,3,5,0.4,0.6,0.2,Depressed
107,108,119,62877d5f6a054e53313ac916,"Scoundrel, excited, pleased, peaceful, appealing, admired, lucky, garbage, disaster, uninvited, ","Scoundrel, excited, pleased, peaceful, appealing, admired, lucky, garbage, disaster, uninvited, ",Scoundrel  excited  pleased  peaceful  appealing  admired  lucky  garbage  disaster  uninvited  ,scoundrel  excited  pleased  peaceful  appealing  admired  lucky  garbage  disaster  uninvited  ,2,0,2,1.0,0.0,-1.0,Depressed
108,109,120,628f572a2d1304a34b9e1a37,"stressed
heartbroken
overwhelmed
confident
blissful
loser
unlucky
anxious","stressed, heartbroken, overwhelmed, confident, blissful, loser, unlucky, anxious",stressed  heartbroken  overwhelmed  confident  blissful  loser  unlucky  anxious,stressed  heartbroken  overwhelmed  confident  blissful  loser  unlucky  anxious,1,2,3,0.333333333333333,0.666666666666667,0.333333333333333,HC
109,110,122,62b628e4351d179f1ff6cc59,"esteemed, rude, comfortable, visionary, smart, pitiful","esteemed, rude, comfortable, visionary, smart, pitiful",esteemed  rude  comfortable  visionary  smart  pitiful,esteemed  rude  comfortable  visionary  smart  pitiful,2,1,3,0.666666666666667,0.333333333333333,-0.333333333333333,HC
110,111,123,62d38f10654f3fc8a393b551,"romantic, esteemed, smiley, unlucky, loveable, excellent, special, dull, stressed, favorable, satisfied, committed... My mind is drawing a blank.","romantic, esteemed, smiley, unlucky, loveable, excellent, special, dull, stressed, favorable, satisfied, committed... My mind is drawing a blank.",romantic  esteemed  smiley  unlucky  loveable  excellent  special  dull  stressed  favorable  satisfied  committed... My mind is drawing a blank.,romantic  esteemed  smiley  unlucky  loveable  excellent  special  dull  stressed  favorable  satisfied  committed... my mind is drawing a blank.,3,1,4,0.75,0.25,-0.5,HC
111,112,124,62e70e152763c4635bc6ebb4,"esteemed, happy, hateful, compassionate, garbage, ","esteemed, happy, hateful, compassionate, garbage, ",esteemed  happy  hateful  compassionate  garbage  ,esteemed  happy  hateful  compassionate  garbage  ,1,0,1,1.0,0.0,-1.0,HC
112,113,125,62eaf1d2015ba1448aa273c4,"disgusted, gross, appealing, excited, loser, talented","disgusted, gross, appealing, excited, loser, talented",disgusted  gross  appealing  excited  loser  talented,disgusted  gross  appealing  excited  loser  talented,0,1,1,0.0,1.0,1.0,HC
113,114,126,62f8f9a33bc7d6d2915ea840,"scoundrel, pleased, traitor, liar, hypocrite, envious, honest, fun, loyal, esteemed","scoundrel, pleased, traitor, liar, hypocrite, envious, honest, fun, loyal, esteemed",scoundrel  pleased  traitor  liar  hypocrite  envious  honest  fun  loyal  esteemed,scoundrel  pleased  traitor  liar  hypocrite  envious  honest  fun  loyal  esteemed,3,2,5,0.6,0.4,-0.2,HC
114,115,127,62faba5f904642df812944fa,"zealous, talented, witty, overwhelmed, sad, gentle, appealing, fool, gross, excellent, academic","zealous, talented, witty, overwhelmed, sad, gentle, appealing, fool, gross, excellent, academic",zealous  talented  witty  overwhelmed  sad  gentle  appealing  fool  gross  excellent  academic,zealous  talented  witty  overwhelmed  sad  gentle  appealing  fool  gross  excellent  academic,3,2,5,0.6,0.4,-0.2,HC
115,116,128,62fe6312269d0e4ae894297b,"scoundrel
talented
romantic
coward
heartbroken
smart
determined
angry
","scoundrel, talented, romantic, coward, heartbroken, smart, determined, angry, ",scoundrel  talented  romantic  coward  heartbroken  smart  determined  angry  ,scoundrel  talented  romantic  coward  heartbroken  smart  determined  angry  ,1,1,2,0.5,0.5,0.0,HC
